Date,Roll No,Department,Programme,Entry Time,Exit Time
2025-12-25,CSE25261,Computer Science & Engineering,M. Tech. in Data Science,02:18,03:00
2025-06-10,PHI21225,Physics,Integrated M. Sc. in Physics,11:26,16:12
2024-11-22,COP24039,Commerce,Ph.D. in Commerce,18:04,21:45
2026-01-09,EGP22186,English,Ph.D. in English,09:26,10:08
2025-09-02,FLB21260,Linguistics and Language Technology,BA in Chinese,21:10,01:51
2024-12-16,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,18:08,22:33
2024-12-10,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,23:33,03:00
2025-02-27,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,16:39,22:21
2025-04-26,EDT21297,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,13:29,15:59
2024-09-03,SWP23026,Social Work,Ph.D. in Social Work,22:23,01:12
2025-07-02,APP21184,Applied Sciences,Ph.D. in Applied Sciences,02:10,03:00
2026-03-22,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,12:12,16:13
2025-09-20,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,16:50,20:39
2025-12-14,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,00:27,03:00
2026-01-18,COM25133,Commerce,M.Com,11:00,16:42
2024-09-26,EGE23009,English,M. A. in English,02:11,03:00
2026-02-22,DEM21290,Design,Master of Design,19:42,23:27
2025-10-15,CTM22153,Cultural Studies,M.A. in Cultural Studies,16:56,19:20
2024-05-27,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),18:59,02:20
2026-01-01,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,15:28,17:50
2025-02-15,LAP20040,Law,Ph.D. in Law,19:59,20:31
2026-03-01,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,13:22,21:20
2025-10-23,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,12:14,14:52
2026-04-23,SWM22088,Social Work,M. A. in Social Work,13:37,16:32
2025-04-19,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,14:00,15:02
2026-02-11,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,13:28,15:53
2025-10-31,LAP22204,Law,Ph.D. in Law,21:54,23:34
2024-11-27,EGL22151,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,12:14,16:15
2024-06-26,ASP22299,Assamese,Ph.D. in Assamese,01:12,03:00
2024-09-16,EDM22149,Education,M. A. in Education,15:52,16:25
2026-02-06,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,22:00,02:53
2024-11-12,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,16:39,19:08
2025-12-07,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,17:18,18:58
2026-02-13,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,01:25,03:00
2025-04-22,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,00:11,03:00
2025-06-07,DEM21057,Design,Master of Design,14:19,16:33
2025-04-17,WSP21105,Women Study,Ph.D. in Women Study,14:58,18:04
2024-05-02,EGI20110,English,Integrated M.A. in English,10:33,16:48
2025-05-10,ASM20130,Assamese,M.A. in Assamese,00:29,03:00
2025-06-14,SOM22025,Sociology,M.A. in Sociology,22:01,03:00
2025-04-19,EDE23249,Education,M. Ed.,18:38,23:57
2025-04-20,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,15:07,19:10
2025-11-25,PHP25250,Physics,Ph.D. in Physics,09:46,15:34
2025-07-22,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,13:23,17:35
2024-12-03,COI23128,Commerce,Integrated M. Com.,02:02,03:00
2025-11-26,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,19:32,23:22
2024-09-13,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,20:11,00:44
2025-02-25,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,09:17,12:01
2024-11-10,EGI22108,English,Integrated M.A. in English,10:18,14:46
2025-11-20,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),21:42,02:24
2026-01-25,EDB24211,Education,B. Ed.,22:45,01:14
2024-08-07,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,09:19,14:57
2025-10-04,EEB21053,Electrical Engineering,B. Tech. in Electrical Engineering,11:23,16:15
2024-07-23,BAT21166,Business Administration,Master of Tourism & Travel Management,19:02,20:19
2025-04-14,BAM21097,Business Administration,Master of Business Administration,23:18,03:00
2025-10-05,ASM23199,Assamese,M.A. in Assamese,21:20,01:45
2025-05-08,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,11:44,18:14
2024-09-21,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,23:04,23:36
2026-02-07,ASM23284,Assamese,M.A. in Assamese,14:28,16:47
2026-02-05,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,14:41,17:34
2025-05-19,ASP22299,Assamese,Ph.D. in Assamese,13:23,19:02
2025-04-21,CSM22121,Computer Science & Engineering,Master of Computer Application  (MCA),20:13,03:00
2026-02-12,CSP23020,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,20:50,01:40
2025-09-27,EDT25237,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,02:18,03:00
2025-12-14,APP21184,Applied Sciences,Ph.D. in Applied Sciences,19:33,00:44
2025-12-12,FLB23228,Linguistics and Language Technology,BA in Chinese,14:20,18:02
2024-12-08,HIP20280,Hindi,Ph.D. in Hindi,15:37,20:27
2024-07-05,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,22:30,01:32
2024-05-31,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,19:18,02:22
2025-07-20,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,18:59,22:18
2025-10-26,LLP24150,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,14:44,20:43
2026-01-11,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,17:47,01:03
2025-10-14,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,14:58,16:55
2025-10-23,MEP25024,Mechanical Engineering,Ph.D. in Mechanical Engineering,21:43,22:44
2025-12-17,EEP22071,Electrical Engineering,Ph.D. in Electrical Engineering,18:16,22:41
2026-02-05,EGL22151,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,00:44,03:00
2025-07-13,EDB20226,Education,B. Ed.,15:14,19:11
2024-12-06,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,13:22,20:19
2024-07-10,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,16:25,20:31
2025-05-15,ENP23158,Energy,Ph.D. in Energy,19:15,22:07
2024-06-22,ASM21202,Assamese,M.A. in Assamese,14:07,20:06
2025-02-02,EDM23216,Education,M. A. in Education,02:28,03:00
2025-08-12,EDT25169,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,18:10,22:06
2026-03-14,EGE25203,English,M. A. in English,15:31,21:05
2025-10-24,PHP23122,Physics,Ph.D. in Physics,16:59,23:29
2025-05-15,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,10:52,15:23
2025-07-03,HIP20165,Hindi,Ph.D. in Hindi,23:36,03:00
2024-12-31,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,10:28,15:46
2026-03-29,EDM20259,Education,M. A. in Education,01:12,03:00
2025-06-14,EGE22235,English,M. A. in English,14:49,18:09
2026-01-11,BAM23180,Business Administration,Master of Business Administration,00:36,03:00
2024-06-04,FLB23255,Linguistics and Language Technology,BA in Chinese,18:09,01:18
2024-10-23,ASP24139,Assamese,Ph.D. in Assamese,17:13,22:14
2025-05-26,HIP20165,Hindi,Ph.D. in Hindi,21:30,00:45
2025-02-03,EDB20226,Education,B. Ed.,10:16,14:47
2025-06-16,PHI23019,Physics,Integrated M. Sc. in Physics,22:07,03:00
2026-04-29,FLB23228,Linguistics and Language Technology,BA in Chinese,11:27,16:47
2025-07-05,LAM22176,Law,LLM,09:11,14:43
2026-01-11,MEB22068,Mechanical Engineering,B. Tech. in Mechanical Engineering,18:42,23:10
2025-02-28,HIP21247,Hindi,Ph.D. in Hindi,09:16,15:30
2025-11-15,DEM21017,Design,Master of Design,23:47,03:00
2026-03-11,DEP20046,Design,Ph.D. in Design,15:50,19:48
2025-05-17,HIM22084,Hindi,M. A. in Hindi,23:08,02:18
2025-06-06,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,09:45,17:34
2025-02-23,PHI23019,Physics,Integrated M. Sc. in Physics,00:24,00:57
2025-03-09,EDE23249,Education,M. Ed.,19:59,03:00
2024-07-05,PHM20115,Physics,M. Sc. in Physics,11:15,12:27
2025-08-08,CSP25197,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,10:17,11:03
2025-12-22,APP21285,Applied Sciences,Ph.D. in Applied Sciences,14:50,21:19
2026-03-27,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,09:09,16:42
2026-04-29,SOP25159,Sociology,Ph.D. in Sociology,20:47,02:37
2024-10-26,EGP20243,English,Ph.D. in English,14:06,21:54
2026-04-01,COM25242,Commerce,M.Com,17:49,01:05
2024-10-03,HIP21247,Hindi,Ph.D. in Hindi,15:38,23:36
2024-10-02,CHM23229,Chemical Sciences,M. Sc. in Chemistry,14:40,22:03
2026-04-16,CST25279,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,02:11,03:00
2024-05-20,CHM23229,Chemical Sciences,M. Sc. in Chemistry,16:15,20:02
2025-08-31,MBP20219,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,17:25,21:49
2024-05-22,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,10:16,18:04
2025-12-09,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,00:54,03:00
2025-10-09,HIP24167,Hindi,Ph.D. in Hindi,22:00,03:00
2026-02-09,ECD20189,Electronics & Communication Engineering,M. Tech in Bioelectronics,17:49,22:04
2025-11-18,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,23:36,00:47
2025-08-25,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,21:41,22:29
2025-12-18,SOM24143,Sociology,M.A. in Sociology,19:36,23:27
2026-01-14,ASM23199,Assamese,M.A. in Assamese,23:04,03:00
2025-08-08,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,21:58,03:00
2025-01-24,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,19:10,22:49
2024-12-01,ASM23284,Assamese,M.A. in Assamese,12:32,15:05
2024-06-06,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,23:10,03:00
2024-08-12,BAP24091,Business Administration,Ph.D. in Business Administration,12:47,19:45
2026-04-12,BAT24164,Business Administration,Master of Tourism & Travel Management,20:26,00:08
2024-08-29,SWP23026,Social Work,Ph.D. in Social Work,19:23,03:00
2025-10-21,EGI21283,English,Integrated M.A. in English,00:03,03:00
2024-08-13,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,10:27,11:41
2025-09-19,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,12:32,13:34
2024-10-02,CHM20010,Chemical Sciences,M. Sc. in Chemistry,12:19,19:36
2026-04-18,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,14:19,17:18
2025-05-13,SWM22088,Social Work,M. A. in Social Work,19:26,21:29
2026-04-24,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,02:24,03:00
2026-04-12,HIM21244,Hindi,M. A. in Hindi,21:04,03:00
2025-06-22,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,00:50,03:00
2024-08-19,BAM23213,Business Administration,Certificate in NSE Academy Certified Capital Market,01:06,03:00
2025-10-31,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,02:03,03:00
2025-08-22,MSP22179,Mathematical Sciences,Ph.D. in Mathematical Sciences,15:17,16:59
2026-04-20,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,02:13,03:00
2024-10-03,SOP24118,Sociology,Ph.D. in Sociology,16:34,17:08
2025-11-27,COM25242,Commerce,M.Com,14:33,20:09
2024-05-08,LAP22136,Law,Ph.D. in Law,00:09,03:00
2024-07-17,SOP22027,Sociology,Ph.D. in Sociology,13:33,18:38
2025-12-04,ECD20191,Electronics & Communication Engineering,M. Tech in Bioelectronics,09:57,10:59
2025-01-05,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,09:22,11:45
2025-04-11,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,10:47,13:57
2024-09-11,SWM24175,Social Work,M. A. in Social Work,15:37,19:17
2025-04-10,SWM24175,Social Work,M. A. in Social Work,21:11,23:40
2024-05-31,MBP20219,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,00:18,02:38
2025-04-11,MCM24029,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,23:18,03:00
2025-09-13,DEB25289,Design,B. Des.,13:04,14:00
2025-11-16,CSM22121,Computer Science & Engineering,Master of Computer Application  (MCA),00:57,02:53
2024-07-14,CHI20141,Chemical Sciences,Integrated M.Sc. in Chemistry,22:15,23:58
2025-10-12,MEP25024,Mechanical Engineering,Ph.D. in Mechanical Engineering,17:07,22:42
2026-01-16,CTM25187,Cultural Studies,M.A. in Cultural Studies,15:44,21:54
2024-09-21,CHI24044,Chemical Sciences,Integrated M.Sc. in Chemistry,13:09,21:09
2025-10-23,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),11:59,15:37
2025-10-07,COM23190,Commerce,M.Com,13:12,17:28
2025-02-15,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,09:51,11:13
2026-02-16,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,01:04,03:00
2025-06-14,SWM20161,Social Work,M. A. in Social Work,20:38,01:59
2026-01-03,EDT25169,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,02:27,03:00
2026-03-29,HIM20093,Hindi,M. A. in Hindi,09:34,15:45
2025-05-23,PHP21201,Physics,Ph.D. in Physics,12:20,16:11
2025-02-18,BAM21097,Business Administration,Master of Business Administration,00:26,03:00
2024-05-09,SOM22025,Sociology,M.A. in Sociology,14:06,16:00
2025-01-15,HIM23113,Hindi,M. A. in Hindi,15:30,18:39
2025-12-14,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,19:07,22:33
2024-07-25,MEM20045,Mechanical Engineering,M. Tech in Mechanical Engineering,17:19,22:32
2026-04-21,PHB20269,Physics,Integrated B.Sc.B.Ed. (Physics Major),17:42,23:35
2025-03-03,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,13:25,14:50
2024-06-18,LAP20040,Law,Ph.D. in Law,14:49,16:42
2026-02-01,PHI23019,Physics,Integrated M. Sc. in Physics,01:12,02:43
2025-04-04,SOM23217,Sociology,M.A. in Sociology,14:10,16:33
2026-03-09,BAT23120,Business Administration,Master of Tourism & Travel Management,14:20,16:34
2024-06-29,PHM21075,Physics,M. Sc. in Physics,00:23,03:00
2025-06-25,CHI20160,Chemical Sciences,Integrated M.Sc. in Chemistry,11:09,17:16
2026-01-21,ENE24069,Energy,M. Tech in Energy Technology,15:17,22:40
2025-11-08,MEM20045,Mechanical Engineering,M. Tech in Mechanical Engineering,09:36,15:25
2026-03-28,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,09:14,13:44
2024-10-27,SWM20030,Social Work,M. A. in Social Work,18:33,22:08
2026-02-26,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),21:05,01:02
2024-11-04,DEP21240,Design,Ph.D. in Design,09:52,11:25
2025-07-01,HIP20165,Hindi,Ph.D. in Hindi,09:29,10:57
2025-12-24,PHM21300,Physics,M. Sc. in Physics,11:24,14:28
2025-04-03,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,15:26,20:21
2024-08-02,ENP20281,Energy,Ph.D. in Energy,14:01,16:44
2025-04-29,MEB22059,Mechanical Engineering,B. Tech. in Mechanical Engineering,21:59,22:41
2024-12-03,EGI22108,English,Integrated M.A. in English,20:22,03:00
2024-06-07,EDM20259,Education,M. A. in Education,00:51,03:00
2024-06-25,PHM20115,Physics,M. Sc. in Physics,11:00,18:28
2026-04-13,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,15:11,23:09
2025-08-13,EDP20006,Education,Ph.D. in Education,17:26,20:35
2024-09-16,CTP24102,Cultural Studies,Ph.D. in Cultural Studies,09:33,15:06
2025-05-19,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,00:15,03:00
2025-07-14,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,16:55,20:00
2025-09-24,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,18:28,21:39
2024-06-25,CHI20160,Chemical Sciences,Integrated M.Sc. in Chemistry,19:12,20:21
2025-08-08,COM21134,Commerce,M.Com,14:34,16:40
2025-10-15,CST25279,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,20:25,21:41
2025-04-08,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,20:40,02:52
2025-04-19,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,00:49,03:00
2025-11-20,EDM20101,Education,M. A. in Education,13:30,19:56
2025-12-23,SOP24118,Sociology,Ph.D. in Sociology,22:32,03:00
2025-04-04,COI23128,Commerce,Integrated M. Com.,00:47,02:45
2025-05-30,BAP24091,Business Administration,Ph.D. in Business Administration,11:26,19:11
2026-02-28,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,14:47,18:11
2026-03-27,EGP22186,English,Ph.D. in English,18:36,21:42
2025-12-02,EDM22210,Education,M. A. in Education,16:45,19:17
2025-12-10,HIP20280,Hindi,Ph.D. in Hindi,01:57,03:00
2025-08-28,HIM21244,Hindi,M. A. in Hindi,13:56,16:33
2026-01-15,WSP20286,Women Study,Ph.D. in Women Study,16:17,23:36
2026-03-12,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,19:38,21:32
2025-10-27,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,22:26,01:59
2026-02-11,EDT25262,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,23:46,03:00
2026-02-10,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,22:11,03:00
2026-04-04,HIP21247,Hindi,Ph.D. in Hindi,18:11,22:09
2025-12-21,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),20:05,22:06
2026-02-18,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,15:45,17:41
2024-09-27,BAM21097,Business Administration,Master of Business Administration,19:56,20:37
2024-06-03,FET23003,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,15:31,17:33
2024-06-22,EGI21283,English,Integrated M.A. in English,16:31,21:26
2024-07-14,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,23:39,02:05
2025-09-25,DEM21195,Design,Master of Design,21:03,21:33
2025-11-03,EGE22235,English,M. A. in English,15:38,22:31
2026-01-09,HIP20165,Hindi,Ph.D. in Hindi,13:26,19:24
2025-08-14,CTP21207,Cultural Studies,Ph.D. in Cultural Studies,12:39,15:35
2024-06-18,MEB22059,Mechanical Engineering,B. Tech. in Mechanical Engineering,01:06,03:00
2025-01-12,HIM20022,Hindi,M. A. in Hindi,01:29,03:00
2026-02-05,WSP25220,Women Study,Ph.D. in Women Study,23:17,01:36
2025-11-21,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,19:31,01:21
