Date,Roll No,Department,Programme,Entry Time,Exit Time,Study_Duration_Hours,Entry_Hour
2025-04-06,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 00:07:00,2026-05-06 03:00:00,2.8833333333333333,0
2024-07-09,ASM23199,Assamese,M.A. in Assamese,2026-05-06 21:14:00,2026-05-06 03:00:00,-18.233333333333334,21
2024-09-11,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 01:17:00,2026-05-06 03:00:00,1.7166666666666666,1
2024-08-25,BAT23120,Business Administration,Master of Tourism & Travel Management,2026-05-06 17:31:00,2026-05-06 18:59:00,1.4666666666666666,17
2025-04-29,ENE24194,Energy,M. Tech in Energy Technology,2026-05-06 02:17:00,2026-05-06 03:00:00,0.7166666666666667,2
2024-08-12,WSM23031,Women Study,M. A. in Women Studies,2026-05-06 17:17:00,2026-05-06 22:45:00,5.466666666666667,17
2024-12-27,EDE23249,Education,M. Ed.,2026-05-06 16:31:00,2026-05-06 21:26:00,4.916666666666667,16
2025-10-31,LAP25185,Law,Ph.D. in Law,2026-05-06 10:34:00,2026-05-06 12:16:00,1.7,10
2025-04-24,WSP22222,Women Study,Ph.D. in Women Study,2026-05-06 21:18:00,2026-05-06 02:24:00,-18.9,21
2026-01-25,BAM21097,Business Administration,Master of Business Administration,2026-05-06 15:14:00,2026-05-06 19:29:00,4.25,15
2026-04-17,SOP24118,Sociology,Ph.D. in Sociology,2026-05-06 23:24:00,2026-05-06 00:50:00,-22.566666666666666,23
2024-05-08,SWM20030,Social Work,M. A. in Social Work,2026-05-06 17:15:00,2026-05-06 18:27:00,1.2,17
2025-08-14,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 12:46:00,2026-05-06 18:48:00,6.033333333333333,12
2026-04-27,PHI20154,Physics,Integrated M. Sc. in Physics,2026-05-06 19:47:00,2026-05-06 00:36:00,-19.183333333333334,19
2024-09-12,SOP24062,Sociology,Ph.D. in Sociology,2026-05-06 09:36:00,2026-05-06 16:18:00,6.7,9
2024-10-16,PHB22131,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 16:21:00,2026-05-06 17:34:00,1.2166666666666666,16
2025-03-16,EEP22071,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 11:32:00,2026-05-06 18:25:00,6.883333333333334,11
2026-01-03,SOM23217,Sociology,M.A. in Sociology,2026-05-06 20:12:00,2026-05-06 23:26:00,3.2333333333333334,20
2024-07-02,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 12:42:00,2026-05-06 20:31:00,7.816666666666666,12
2026-03-19,SWP25079,Social Work,Ph.D. in Social Work,2026-05-06 23:24:00,2026-05-06 00:18:00,-23.1,23
2024-05-10,COI23128,Commerce,Integrated M. Com.,2026-05-06 13:07:00,2026-05-06 19:23:00,6.266666666666667,13
2026-01-21,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 18:14:00,2026-05-06 23:15:00,5.016666666666667,18
2025-01-27,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 15:59:00,2026-05-06 17:34:00,1.5833333333333333,15
2024-12-13,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 14:05:00,2026-05-06 21:09:00,7.066666666666666,14
2024-09-17,COM23190,Commerce,M.Com,2026-05-06 11:45:00,2026-05-06 16:59:00,5.233333333333333,11
2024-12-17,PHP23245,Physics,Ph.D. in Physics,2026-05-06 10:29:00,2026-05-06 11:58:00,1.4833333333333334,10
2025-01-29,ENP21038,Energy,Ph.D. in Energy,2026-05-06 18:17:00,2026-05-06 00:47:00,-17.5,18
2024-11-27,CHI24044,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 17:17:00,2026-05-06 20:18:00,3.0166666666666666,17
2024-07-29,SOM22025,Sociology,M.A. in Sociology,2026-05-06 12:22:00,2026-05-06 15:07:00,2.75,12
2025-02-05,MCP24253,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 23:39:00,2026-05-06 03:00:00,-20.65,23
2026-04-10,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 14:20:00,2026-05-06 15:40:00,1.3333333333333333,14
2024-08-09,CSB21015,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 15:10:00,2026-05-06 20:59:00,5.816666666666666,15
2025-12-22,SWM20030,Social Work,M. A. in Social Work,2026-05-06 14:18:00,2026-05-06 15:38:00,1.3333333333333333,14
2026-02-11,HIP20165,Hindi,Ph.D. in Hindi,2026-05-06 09:40:00,2026-05-06 11:28:00,1.8,9
2025-07-20,EEP20135,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 16:06:00,2026-05-06 21:44:00,5.633333333333334,16
2025-10-10,SOM21094,Sociology,M.A. in Sociology,2026-05-06 19:36:00,2026-05-06 00:01:00,-19.583333333333332,19
2025-04-05,FLB23255,Linguistics and Language Technology,BA in Chinese,2026-05-06 14:34:00,2026-05-06 15:33:00,0.9833333333333333,14
2025-10-24,DEM24129,Design,Master of Design,2026-05-06 20:29:00,2026-05-06 03:00:00,-17.483333333333334,20
2025-03-18,DEM21057,Design,Master of Design,2026-05-06 20:29:00,2026-05-06 00:23:00,-20.1,20
2024-05-04,PHI23019,Physics,Integrated M. Sc. in Physics,2026-05-06 22:53:00,2026-05-06 00:44:00,-22.15,22
2025-10-13,MEB25036,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 12:59:00,2026-05-06 16:13:00,3.2333333333333334,12
2025-07-30,COP24206,Commerce,Ph.D. in Commerce,2026-05-06 21:12:00,2026-05-06 01:32:00,-19.666666666666668,21
2026-04-07,EDM25292,Education,M. A. in Education,2026-05-06 11:03:00,2026-05-06 13:15:00,2.2,11
2024-10-02,MEM20045,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 02:23:00,2026-05-06 03:00:00,0.6166666666666667,2
2025-12-18,EDM23216,Education,M. A. in Education,2026-05-06 17:25:00,2026-05-06 23:31:00,6.1,17
2025-10-15,LAP22136,Law,Ph.D. in Law,2026-05-06 12:50:00,2026-05-06 16:59:00,4.15,12
2024-08-20,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 19:50:00,2026-05-06 22:11:00,2.35,19
2024-05-03,PHM21075,Physics,M. Sc. in Physics,2026-05-06 00:50:00,2026-05-06 02:21:00,1.5166666666666666,0
2024-11-09,SWP23026,Social Work,Ph.D. in Social Work,2026-05-06 15:17:00,2026-05-06 16:06:00,0.8166666666666667,15
2025-12-20,MEB22066,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 00:52:00,2026-05-06 01:26:00,0.5666666666666667,0
2025-09-04,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 23:13:00,2026-05-06 00:03:00,-23.166666666666668,23
2025-05-27,HIM20093,Hindi,M. A. in Hindi,2026-05-06 23:20:00,2026-05-06 03:00:00,-20.333333333333332,23
2025-01-03,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 16:06:00,2026-05-06 22:38:00,6.533333333333333,16
2026-04-28,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 22:03:00,2026-05-06 03:00:00,-19.05,22
2024-09-25,BAP21032,Business Administration,Ph.D. in Business Administration,2026-05-06 01:21:00,2026-05-06 03:00:00,1.65,1
2026-04-12,SOM24060,Sociology,M.A. in Sociology,2026-05-06 22:31:00,2026-05-06 03:00:00,-19.516666666666666,22
2025-07-02,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 21:57:00,2026-05-06 00:33:00,-21.4,21
2025-06-15,EDP24172,Education,Ph.D. in Education,2026-05-06 22:53:00,2026-05-06 03:00:00,-19.883333333333333,22
2026-04-03,EGI21283,English,Integrated M.A. in English,2026-05-06 09:41:00,2026-05-06 10:19:00,0.6333333333333333,9
2025-03-06,BAM22052,Business Administration,Certificate in NSE Academy Certified Capital Market,2026-05-06 21:04:00,2026-05-06 03:00:00,-18.066666666666666,21
2024-08-25,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 14:19:00,2026-05-06 19:59:00,5.666666666666667,14
2026-04-24,MSM25267,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 17:38:00,2026-05-06 19:39:00,2.0166666666666666,17
2025-04-30,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 01:03:00,2026-05-06 02:20:00,1.2833333333333334,1
2025-04-21,SOM24143,Sociology,M.A. in Sociology,2026-05-06 17:32:00,2026-05-06 18:26:00,0.9,17
2024-11-24,PHP23245,Physics,Ph.D. in Physics,2026-05-06 10:02:00,2026-05-06 17:32:00,7.5,10
2025-04-28,ECB22086,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 17:34:00,2026-05-06 21:52:00,4.3,17
2025-08-02,WSP25220,Women Study,Ph.D. in Women Study,2026-05-06 09:27:00,2026-05-06 14:47:00,5.333333333333333,9
2025-10-10,MCM24029,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 10:28:00,2026-05-06 14:07:00,3.65,10
2025-08-14,EGL22151,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 10:41:00,2026-05-06 15:13:00,4.533333333333333,10
2024-06-27,MEP21050,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 18:22:00,2026-05-06 22:36:00,4.233333333333333,18
2026-03-28,CSE25261,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 00:46:00,2026-05-06 03:00:00,2.2333333333333334,0
2025-01-09,SOM23217,Sociology,M.A. in Sociology,2026-05-06 09:31:00,2026-05-06 14:47:00,5.266666666666667,9
2024-08-21,EDP21076,Education,Ph.D. in Education,2026-05-06 18:45:00,2026-05-06 23:26:00,4.683333333333334,18
2025-08-18,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 21:48:00,2026-05-06 23:44:00,1.9333333333333333,21
2024-08-02,COM23190,Commerce,M.Com,2026-05-06 18:56:00,2026-05-06 23:12:00,4.266666666666667,18
2024-09-04,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 09:33:00,2026-05-06 11:45:00,2.2,9
2025-08-12,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 13:54:00,2026-05-06 17:00:00,3.1,13
2026-03-09,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 23:10:00,2026-05-06 03:00:00,-20.166666666666668,23
2025-05-02,EEP21016,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 00:27:00,2026-05-06 03:00:00,2.55,0
2026-01-04,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,2026-05-06 22:19:00,2026-05-06 00:06:00,-22.216666666666665,22
2024-11-26,EGI20110,English,Integrated M.A. in English,2026-05-06 21:56:00,2026-05-06 00:51:00,-21.083333333333332,21
2026-02-13,MEM25276,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 17:20:00,2026-05-06 18:54:00,1.5666666666666667,17
2026-01-15,LLP24150,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 16:33:00,2026-05-06 22:31:00,5.966666666666667,16
2026-03-31,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 10:53:00,2026-05-06 18:46:00,7.883333333333334,10
2025-05-14,LLP23033,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 23:56:00,2026-05-06 03:00:00,-20.933333333333334,23
2026-02-07,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 15:46:00,2026-05-06 20:09:00,4.383333333333334,15
2026-04-03,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,2026-05-06 17:12:00,2026-05-06 18:41:00,1.4833333333333334,17
2024-05-07,PHP23245,Physics,Ph.D. in Physics,2026-05-06 00:39:00,2026-05-06 03:00:00,2.35,0
2024-06-04,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 15:51:00,2026-05-06 23:36:00,7.75,15
2025-09-06,PHI24246,Physics,Integrated M. Sc. in Physics,2026-05-06 12:08:00,2026-05-06 14:29:00,2.35,12
2024-12-09,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 09:44:00,2026-05-06 12:04:00,2.3333333333333335,9
2025-05-22,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 10:26:00,2026-05-06 16:03:00,5.616666666666666,10
2024-07-08,SOP21090,Sociology,Ph.D. in Sociology,2026-05-06 12:44:00,2026-05-06 16:57:00,4.216666666666667,12
2024-06-25,CSP23020,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 13:11:00,2026-05-06 20:44:00,7.55,13
2024-07-16,CHM20010,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 11:34:00,2026-05-06 19:14:00,7.666666666666667,11
2025-03-23,DEM21290,Design,Master of Design,2026-05-06 18:21:00,2026-05-06 00:55:00,-17.433333333333334,18
2025-09-12,PHI25043,Physics,Integrated M. Sc. in Physics,2026-05-06 01:41:00,2026-05-06 03:00:00,1.3166666666666667,1
2025-10-16,SWP25079,Social Work,Ph.D. in Social Work,2026-05-06 00:24:00,2026-05-06 02:03:00,1.65,0
2025-10-02,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 00:56:00,2026-05-06 03:00:00,2.066666666666667,0
2026-03-29,EDM22149,Education,M. A. in Education,2026-05-06 15:19:00,2026-05-06 18:42:00,3.3833333333333333,15
2024-08-22,MEB22059,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 09:48:00,2026-05-06 11:07:00,1.3166666666666667,9
2025-01-17,HIM23113,Hindi,M. A. in Hindi,2026-05-06 10:12:00,2026-05-06 17:49:00,7.616666666666666,10
2024-10-08,BAT22148,Business Administration,Master of Tourism & Travel Management,2026-05-06 10:48:00,2026-05-06 16:55:00,6.116666666666666,10
2025-11-26,DEB25289,Design,B. Des.,2026-05-06 13:03:00,2026-05-06 19:59:00,6.933333333333334,13
2024-08-02,BAM22077,Business Administration,Master of Business Administration,2026-05-06 11:25:00,2026-05-06 12:46:00,1.35,11
2024-10-13,BAM23213,Business Administration,Certificate in NSE Academy Certified Capital Market,2026-05-06 11:35:00,2026-05-06 15:56:00,4.35,11
2024-10-19,SOM24060,Sociology,M.A. in Sociology,2026-05-06 22:09:00,2026-05-06 22:52:00,0.7166666666666667,22
2026-03-19,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 19:04:00,2026-05-06 00:26:00,-18.633333333333333,19
2026-04-24,ECS20085,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 13:37:00,2026-05-06 17:14:00,3.6166666666666667,13
2025-12-04,PHP25250,Physics,Ph.D. in Physics,2026-05-06 11:08:00,2026-05-06 16:47:00,5.65,11
2026-01-05,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 15:07:00,2026-05-06 16:32:00,1.4166666666666667,15
2025-06-18,CSB21015,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 11:07:00,2026-05-06 18:54:00,7.783333333333333,11
2025-12-11,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,2026-05-06 10:50:00,2026-05-06 16:49:00,5.983333333333333,10
2024-06-11,SWM20161,Social Work,M. A. in Social Work,2026-05-06 22:04:00,2026-05-06 22:39:00,0.5833333333333334,22
2026-02-16,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 11:47:00,2026-05-06 17:08:00,5.35,11
2026-01-09,EGE25203,English,M. A. in English,2026-05-06 21:45:00,2026-05-06 23:05:00,1.3333333333333333,21
2026-02-16,HIM22084,Hindi,M. A. in Hindi,2026-05-06 15:40:00,2026-05-06 21:02:00,5.366666666666666,15
2025-03-11,ENP21038,Energy,Ph.D. in Energy,2026-05-06 19:28:00,2026-05-06 23:29:00,4.016666666666667,19
2024-12-20,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,2026-05-06 16:57:00,2026-05-06 18:52:00,1.9166666666666667,16
2025-08-19,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 12:59:00,2026-05-06 16:24:00,3.4166666666666665,12
2025-12-25,MEM25276,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 09:44:00,2026-05-06 12:32:00,2.8,9
2025-09-09,PHP23083,Physics,Ph.D. in Physics,2026-05-06 15:10:00,2026-05-06 18:48:00,3.6333333333333333,15
2024-08-28,PHI21018,Physics,Integrated M. Sc. in Physics,2026-05-06 14:07:00,2026-05-06 15:59:00,1.8666666666666667,14
2025-04-19,SOM23217,Sociology,M.A. in Sociology,2026-05-06 23:20:00,2026-05-06 03:00:00,-20.333333333333332,23
2024-11-20,LAP22204,Law,Ph.D. in Law,2026-05-06 16:45:00,2026-05-06 19:00:00,2.25,16
2025-08-18,EGE25271,English,M. A. in English,2026-05-06 23:38:00,2026-05-06 03:00:00,-20.633333333333333,23
2025-01-01,HIM20177,Hindi,M. A. in Hindi,2026-05-06 00:06:00,2026-05-06 03:00:00,2.9,0
2024-08-31,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 01:54:00,2026-05-06 02:31:00,0.6166666666666667,1
2024-12-28,ECB22086,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 01:56:00,2026-05-06 03:00:00,1.0666666666666667,1
2025-04-10,ECS23288,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 19:33:00,2026-05-06 00:47:00,-18.766666666666666,19
2026-02-22,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 00:17:00,2026-05-06 03:00:00,2.716666666666667,0
2024-10-12,MEB22059,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 20:03:00,2026-05-06 21:33:00,1.5,20
2025-08-21,FET24278,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 10:20:00,2026-05-06 14:39:00,4.316666666666666,10
2025-08-25,FET20209,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 11:15:00,2026-05-06 13:28:00,2.216666666666667,11
2024-05-03,DEM21057,Design,Master of Design,2026-05-06 14:23:00,2026-05-06 15:18:00,0.9166666666666666,14
2025-11-25,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 17:04:00,2026-05-06 18:18:00,1.2333333333333334,17
2024-05-08,SWM20030,Social Work,M. A. in Social Work,2026-05-06 02:04:00,2026-05-06 03:00:00,0.9333333333333333,2
2025-08-14,CHI24044,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 23:10:00,2026-05-06 03:00:00,-20.166666666666668,23
2024-12-24,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 13:43:00,2026-05-06 17:48:00,4.083333333333333,13
2025-06-18,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 18:22:00,2026-05-06 20:52:00,2.5,18
2024-07-22,SWP23026,Social Work,Ph.D. in Social Work,2026-05-06 14:42:00,2026-05-06 20:48:00,6.1,14
2025-06-14,EGI20110,English,Integrated M.A. in English,2026-05-06 17:54:00,2026-05-06 22:19:00,4.416666666666667,17
2024-06-06,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 10:31:00,2026-05-06 17:27:00,6.933333333333334,10
2025-03-12,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,2026-05-06 20:36:00,2026-05-06 03:00:00,-17.6,20
2024-07-22,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 16:54:00,2026-05-06 20:46:00,3.8666666666666667,16
2025-03-02,PHP21201,Physics,Ph.D. in Physics,2026-05-06 12:23:00,2026-05-06 19:14:00,6.85,12
2024-09-20,SOM24060,Sociology,M.A. in Sociology,2026-05-06 01:12:00,2026-05-06 03:00:00,1.8,1
2024-12-20,EDP24172,Education,Ph.D. in Education,2026-05-06 19:56:00,2026-05-06 00:12:00,-19.733333333333334,19
2025-10-27,COI23128,Commerce,Integrated M. Com.,2026-05-06 00:44:00,2026-05-06 02:02:00,1.3,0
2025-03-10,BAM21097,Business Administration,Master of Business Administration,2026-05-06 16:51:00,2026-05-06 22:59:00,6.133333333333334,16
2026-01-15,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 21:33:00,2026-05-06 02:22:00,-19.183333333333334,21
2025-05-16,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 13:14:00,2026-05-06 14:52:00,1.6333333333333333,13
2024-10-09,COM23254,Commerce,M.Com,2026-05-06 01:43:00,2026-05-06 03:00:00,1.2833333333333334,1
2025-12-09,WSP21105,Women Study,Ph.D. in Women Study,2026-05-06 01:51:00,2026-05-06 03:00:00,1.15,1
2025-04-13,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 16:27:00,2026-05-06 20:46:00,4.316666666666666,16
2025-05-03,PHI24246,Physics,Integrated M. Sc. in Physics,2026-05-06 22:52:00,2026-05-06 03:00:00,-19.866666666666667,22
2026-03-05,EGE25271,English,M. A. in English,2026-05-06 21:41:00,2026-05-06 22:20:00,0.65,21
2026-03-06,FLB20221,Linguistics and Language Technology,BA in Chinese,2026-05-06 23:48:00,2026-05-06 03:00:00,-20.8,23
2024-05-16,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,2026-05-06 14:35:00,2026-05-06 18:52:00,4.283333333333333,14
2025-04-06,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 23:21:00,2026-05-06 00:02:00,-23.316666666666666,23
2025-12-18,ENE24069,Energy,M. Tech in Energy Technology,2026-05-06 00:22:00,2026-05-06 02:03:00,1.6833333333333333,0
2024-09-04,BAT24164,Business Administration,Master of Tourism & Travel Management,2026-05-06 22:04:00,2026-05-06 01:43:00,-20.35,22
2024-08-10,PHI24246,Physics,Integrated M. Sc. in Physics,2026-05-06 16:15:00,2026-05-06 23:20:00,7.083333333333333,16
